Station Name,Country,ID,Lat.,Lon.,Coastline
CAPE TOWN (GRANGER BAY),ZAF,1195,-33.905,18.435,430
TABLE BAY HARBOUR,ZAF,866,-33.917,18.433,430
SIMONS BAY,ZAF,826,-34.188,18.44,430
HERMANUS,ZAF,928,-34.433,19.233,430
MOSSEL BAY,ZAF,910,-34.179,22.135,430
KNYSNA,ZAF,950,-34.049,23.046,430
PORT ELIZABETH,ZAF,820,-33.951,25.63,430
EAST LONDON,ZAF,1192,-33.027,27.932,430
DURBAN,ZAF,284,-29.874,31.051,430
RICHARDS BAY,ZAF,1443,-28.812,32.079,430
PASAJES,ESP,561,43.317,-1.917,200
BILBAO,ESP,1806,43.352,-3.045,200
SANTANDER I,ESP,485,43.461,-3.791,200
SANTANDER II,ESP,1051,43.467,-3.767,200
SANTANDER III,ESP,1807,43.461,-3.791,200
GIJON II,ESP,1871,43.558,-5.698,200
LA CORUNA I,ESP,484,43.369,-8.398,200
LA CORUNA II,ESP,763,43.367,-8.4,200
LA CORUNA III,ESP,1808,43.357,-8.389,200
FERROL 2,ESP,2053,43.476,-8.249,200
VILLAGARCIA,ESP,1897,42.6,-8.767,200
VIGO,ESP,483,42.238,-8.731,200
VIGO II,ESP,1898,42.243,-8.726,200
CADIZ II,ESP,209,36.533,-6.317,220
CADIZ III,ESP,985,36.54,-6.286,220
HUELVA,ESP,1883,37.132,-6.834,220
BONANZA,ESP,1809,36.802,-6.338,220
SEVILLA-ESCLUSA,ESP,2047,37.332,-5.995,220
ALGECIRAS,ESP,490,36.117,-5.433,220
ALGECIRAS B,ESP,2117,36.121,-5.437,220
ALGECIRAS 2,ESP,2055,36.177,-5.398,220
TARIFA,ESP,488,36.009,-5.603,220
TARIFA 2,ESP,2054,36.006,-5.604,220
MALAGA,ESP,496,36.713,-4.415,220
MALAGA II,ESP,1810,36.712,-4.417,220
MOTRIL 2,ESP,1940,36.72,-3.524,220
ALMERIA,ESP,1455,36.833,-2.483,220
ALMERIA 2,ESP,2056,36.83,-2.478,220
CARTAGENA,ESP,1460,37.6,-0.967,220
ALICANTE I,ESP,208,38.333,-0.483,220
ALICANTE II,ESP,960,38.333,-0.483,220
VALENCIA,ESP,1813,39.442,-0.311,220
GANDIA,ESP,2058,38.995,-0.151,220
SAGUNTO,ESP,2059,39.634,-0.206,220
BARCELONA,ESP,1811,41.342,2.166,220
L'ESTARTIT,ESP,1764,42.05,3.2,220
PALMA,ESP,1087,39.55,2.62,225
PALMA DE MALLORCA,ESP,1892,39.551,2.639,225
PALMA DE MALLORCA 2,ESP,2061,39.56,2.637,225
ALCUDIA,ESP,2063,39.835,3.139,225
MAHON,ESP,2062,39.893,4.271,225
IBIZA,ESP,1932,38.911,1.45,225
FORMENTERA,ESP,2060,38.735,1.419,225
CEUTA,ESP,498,35.892,-5.316,340
MELILLA,ESP,2057,35.291,-2.929,340
ARRECIFE,ESP,593,28.972,-13.53,370
ARRECIFE-D,ESP,1710,28.95,-13.567,370
FUERTEVENTURA,ESP,2048,28.493,-13.858,370
HIERRO,ESP,2051,27.784,-17.902,370
ARRECIFE 2,ESP,2066,28.972,-13.53,370
SANTA CRUZ DE LA PALMA,ESP,585,28.683,-17.75,370
SANTA CRUZ DE LA PALMA B,ESP,568,28.672,-17.769,370
LA PALMA,ESP,2064,28.678,-17.768,370
LA GOMERA,ESP,2065,28.088,-17.108,370
SANTA CRUZ DE TENERIFE I,ESP,303,28.483,-16.233,370
TENERIFE,ESP,1803,28.483,-16.233,370
GRANADILLA,ESP,2050,28.085,-16.49,370
"LAS PALMAS, PUERTO DE LA LUZ",ESP,590,28.167,-15.417,370
LAS PALMAS C (PUERTO DE LA LUZ),ESP,565,28.147,-15.408,370
LAS PALMAS D,ESP,1802,28.141,-15.412,370
ARINAGA,ESP,2049,27.847,-15.401,370
PORT SUDAN,SDN,1690,19.633,37.117,477
BARENTSBURG,SJM,541,78.067,14.25,25
BARENTSBURG II (SPITSBERGEN),SJM,547,78.067,14.25,25
NY-ALESUND,SJM,1421,78.929,11.938,25
STROMSTAD,SWE,140,58.95,11.183,50
KUNGSVIK,SWE,2113,58.997,11.127,50
SMOGEN,SWE,179,58.354,11.218,50
BACKEVIK,SWE,97,58.367,11.25,50
STENUNGSUND,SWE,2112,58.093,11.833,50
GOTEBORG-RINGON,SWE,2133,57.717,11.967,50
GOTEBORG - KLIPPAN,SWE,74,57.683,11.9,50
GOTEBORG - TORSHAMNEN,SWE,1236,57.685,11.791,50
RINGHALS,SWE,2111,57.25,12.113,50
VARBERG,SWE,73,57.1,12.217,50
KLAGSHAMN,SWE,330,55.522,12.894,50
SKANOR,SWE,2108,55.417,12.829,50
LIMHAMN,SWE,323,55.583,12.933,50
BARSEBACK,SWE,2109,55.756,12.903,50
VIKEN,SWE,2110,56.142,12.579,50
YSTAD,SWE,72,55.417,13.817,50
SIMRISHAMN,SWE,2107,55.558,14.358,50
KUNGSHOLMSFORT,SWE,70,56.105,15.589,50
OSKARSHAMN,SWE,2106,57.275,16.478,50
OLANDS NORRA UDDE,SWE,69,57.366,17.097,50
VISBY,SWE,2105,57.639,18.284,50
NEDRE NYKOPING,SWE,170,58.75,17.017,50
MARVIKEN,SWE,2104,58.554,16.837,50
LANDSORT,SWE,68,58.742,17.865,50
LANDSORT NORRA,SWE,2132,58.769,17.859,50
NEDRE SODERTALJE,SWE,31,59.2,17.617,50
STOCKHOLM,SWE,78,59.324,18.082,50
GRONSKAR,SWE,77,59.283,19.033,50
FORSMARK,SWE,2103,60.409,18.211,50
BJORN,SWE,90,60.633,17.967,50
NEDRE GAVLE,SWE,99,60.683,17.167,50
DRAGHALLAN,SWE,122,62.367,17.533,50
SPIKARNA,SWE,1211,62.363,17.531,50
SKAGSUDDE,SWE,2102,63.191,19.013,50
RATAN,SWE,88,63.986,20.895,50
FURUOGRUND,SWE,203,64.916,21.231,50
KALIX,SWE,2101,65.697,23.096,50
KEELUNG II,TWN,545,25.133,121.733,612
KAOHSIUNG II,TWN,1356,22.533,120.317,612
ZANZIBAR,TZA,1600,-6.15,39.183,460
KO TAPHAO NOI,THA,446,7.833,98.433,545
PANWA CAPE,THA,2230,7.801,98.406,545
KO MATTAPHON,THA,1792,10.45,99.25,600
KO LAK,THA,174,11.8,99.817,600
FORT PHRACHULA CHOMKLAO (POM PHRACHUN),THA,444,13.55,100.583,600
KO SICHANG,THA,449,13.15,100.817,600
NUKU'ALOFA B,TON,1842,-21.137,-175.181,744
PORT OF SPAIN,TTO,415,10.65,-61.517,890
TRABZON II,TUR,1927,41,39.733,310
IGNEDA,TUR,1926,41.883,28.017,310
AMASRA,TUR,1919,41.433,32.233,310
MARMARA EREGLISI,TUR,2010,40.967,27.967,310
ERDEK,TUR,1598,40.383,27.85,310
MENTES/IZMIR,TUR,1679,38.433,26.717,310
BODRUM II,TUR,1680,37.033,27.417,310
ANTALYA II,TUR,1681,36.833,30.617,310
ISKENDERUN II,TUR,2020,36.594,36.181,310
ERDEMLI,TUR,2009,36.567,34.25,310
FUNAFUTI,TUV,1452,-8.533,179.217,732
FUNAFUTI B,TUV,1839,-8.502,179.195,732
SEVASTOPOL,UKR,42,44.617,33.533,298
LERWICK,GBR,830,60.154,-1.14,170
WICK,GBR,1109,58.441,-3.086,170
INVERGORDON,GBR,944,57.683,-4.167,170
BUCKIE,GBR,1281,57.667,-2.967,170
ABERDEEN I,GBR,361,57.144,-2.077,170
ABERDEEN II,GBR,21,57.15,-2.083,170
ROSYTH,GBR,1074,56.017,-3.45,170
LEITH,GBR,802,55.983,-3.167,170
LEITH II,GBR,1526,55.99,-3.182,170
DUNBAR,GBR,190,56,-2.517,170
NORTH SHIELDS,GBR,95,55.007,-1.44,170
WHITBY,GBR,1505,54.49,-0.615,170
IMMINGHAM,GBR,286,53.63,-0.187,170
CROMER,GBR,1632,52.934,1.302,170
LOWESTOFT,GBR,754,52.473,1.75,170
FELIXSTOWE,GBR,214,51.958,1.347,170
HARWICH,GBR,742,51.948,1.292,170
WALTON ON THE NAZE,GBR,1224,51.85,1.267,170
SOUTHEND,GBR,334,51.517,0.733,170
TILBURY,GBR,335,51.467,0.367,170
SHEERNESS,GBR,3,51.446,0.743,170
DOVER,GBR,255,51.114,1.323,170
NEWHAVEN,GBR,1548,50.782,0.057,170
PORTSMOUTH,GBR,350,50.802,-1.111,170
BOURNEMOUTH,GBR,1878,50.714,-1.875,170
WEYMOUTH,GBR,1773,50.609,-2.448,170
DEVONPORT,GBR,982,50.368,-4.185,170
NEWLYN,GBR,202,50.103,-5.543,170
ST. MARYS,GBR,1855,49.918,-6.317,170
ILFRACOMBE,GBR,1214,51.211,-4.112,170
HINKLEY POINT,GBR,1758,51.211,-3.131,170
PORTBURY,GBR,2011,51.5,-2.728,170
AVONMOUTH,GBR,257,51.508,-2.713,170
NEWPORT,GBR,1832,51.55,-2.987,170
SWANSEA,GBR,967,51.617,-3.917,170
MUMBLES,GBR,1732,51.57,-3.975,170
MILFORD HAVEN (NEWTON NOYES),GBR,66,51.7,-5.017,170
MILFORD HAVEN (HAKIN),GBR,1700,51.707,-5.052,170
FISHGUARD,GBR,939,52.013,-4.984,170
FISHGUARD II,GBR,1731,52.013,-4.984,170
BARMOUTH,GBR,1771,52.719,-4.045,170
HOLYHEAD,GBR,5,53.314,-4.62,170
LLANDUDNO,GBR,1854,53.332,-3.825,170
BIRKENHEAD (ALFRED DOCK),GBR,765,53.4,-3.017,170
LIVERPOOL GEORGES AND PRINCES PIERS,GBR,15,53.4,-3,170
LIVERPOOL (GLADSTONE DOCK),GBR,1774,53.45,-3.018,170
HEYSHAM,GBR,936,54.032,-2.92,170
WORKINGTON,GBR,1794,54.651,-3.567,170
PORTPATRICK,GBR,1215,54.843,-5.12,170
MILLPORT,GBR,755,55.75,-4.906,170
ISLAY (PORT ELLEN),GBR,1772,55.628,-6.19,170
TOBERMORY,GBR,1491,56.623,-6.064,170
ULLAPOOL,GBR,1112,57.895,-5.158,170
STORNOWAY,GBR,314,58.208,-6.389,170
KINLOCHBERVIE,GBR,1775,58.457,-5.05,170
PORTRUSH,GBR,1867,55.207,-6.657,170
BELFAST,GBR,861,54.6,-5.917,170
BELFAST 2,GBR,219,54.6,-5.917,170
BANGOR,GBR,1856,54.665,-5.669,170
FRENCH FRIGATE SHOALS,USA,1372,23.867,-166.283,760
FRENCH FRIGATE SHOALS B,USA,2192,23.868,-166.288,760
"PORT ALLEN, HANAPEPE BAY, KAUAI ISLAND",USA,2129,21.903,-159.592,760
"NAWILIWILI BAY, KAUAI ISLAND",USA,756,21.953,-159.355,760
HONOLULU,USA,155,21.307,-157.867,760
MOKUOLOE ISLAND,USA,823,21.432,-157.79,760
"KAHULUI HARBOR, MAUI ISLAND",USA,521,20.895,-156.477,760
"KAWAIHAE, HAWAII ISLAND",USA,2128,20.037,-155.83,760
"HILO, HAWAII ISLAND",USA,300,19.73,-155.055,760
MASSACRE BAY,USA,491,52.833,173.2,820
ADAK SWEEPER COVE,USA,487,51.863,-176.632,820
DUTCH HARBOR,USA,390,53.9,-166.533,820
UNALASKA,USA,757,53.88,-166.537,820
"PRUDHOE BAY, ALASKA",USA,1857,70.4,-148.527,821
"NOME, ALASKA",USA,1800,64.5,-165.43,821
"SAND POINT, POPOF IS., AK",USA,1634,55.337,-160.502,821
"ST. PAUL'S HARBOR, KODIAK",USA,1179,57.745,-152.482,821
"KODIAK ISLAND, WOMENS BAY",USA,567,57.732,-152.512,821
ANCHORAGE,USA,1067,61.238,-149.89,821
"NIKISKI, ALASKA",USA,1350,60.683,-151.397,821
SELDOVIA,USA,1070,59.44,-151.72,821
SEWARD,USA,266,60.12,-149.427,821
VALDEZ,USA,1353,61.125,-146.362,821
CORDOVA,USA,566,60.558,-145.752,821
YAKUTAT,USA,445,59.548,-139.733,821
SITKA,USA,426,57.052,-135.342,821
SKAGWAY,USA,495,59.45,-135.327,821
JUNEAU,USA,405,58.298,-134.412,821
KETCHIKAN,USA,225,55.332,-131.625,821
NEAH BAY,USA,385,48.367,-124.612,823
"PORT ANGELES, WASHINGTON",USA,2127,48.125,-123.44,823
CHERRY POINT,USA,1633,48.863,-122.757,823
FRIDAY HARBOR (OCEAN. LABS.),USA,384,48.547,-123.01,823
"TOKE POINT, WILLIPA BAY, WA",USA,1354,46.707,-123.967,823
SEATTLE,USA,127,47.602,-122.338,823
PORT TOWNSEND,USA,1325,48.112,-122.757,823
ASTORIA (TONGUE POINT),USA,265,46.207,-123.768,823
GARIBALDI,USA,1285,45.553,-123.918,823
DEPOE BAY,USA,1541,44.81,-124.057,823
SOUTH BEACH,USA,1196,44.625,-124.042,823
GARIBALDI II,USA,2214,45.555,-123.918,823
CHARLESTON II,USA,1269,43.345,-124.322,823
PORT ORFORD,USA,1640,42.738,-124.498,823
CRESCENT CITY,USA,378,41.745,-124.182,823
"N. SPIT, HUMBOLDT BAY",USA,1639,40.767,-124.217,823
"ARENA COVE, CALIFORNIA",USA,2125,38.913,-123.707,823
POINT REYES,USA,1394,37.995,-122.977,823
SAN FRANCISCO,USA,10,37.807,-122.465,823
ALAMEDA (NAVAL AIR STATION),USA,437,37.772,-122.298,823
SAN MATEO,USA,1663,37.583,-122.25,823
MONTEREY,USA,1352,36.605,-121.887,823
PORT SAN LUIS,USA,508,35.177,-120.76,823
RINCON ISLAND,USA,1013,34.348,-119.442,823
"SANTA BARBARA, CALIFORNIA",USA,2126,34.408,-119.685,823
SANTA MONICA (MUNICIPAL PIER),USA,377,34.008,-118.5,823
LOS ANGELES,USA,245,33.72,-118.272,823
ALAMITOS BAY ENTRANCE,USA,717,33.75,-118.117,823
NEWPORT BAY,USA,766,33.603,-117.882,823
SAN CLEMENTE ISLAND,USA,883,33,-118.55,823
LA JOLLA (SCRIPPS PIER),USA,256,32.867,-117.257,823
SAN DIEGO (QUARANTINE STATION),USA,158,32.713,-117.173,823
PORT ISABEL,USA,497,26.06,-97.215,940
PORT MANSFIELD,USA,1038,26.553,-97.422,940
PADRE ISLAND,USA,919,26.068,-97.152,940
"PORT ARANSAS, H. CALDWELL PIER",USA,922,27.827,-97.05,940
ROCKPORT,USA,538,28.022,-97.047,940
FREEPORT,USA,725,28.948,-95.308,940
"GALVESTON I, PLEASURE PIER, TX",USA,828,29.285,-94.788,940
"GALVESTON II, PIER 21, TX",USA,161,29.31,-94.793,940
SABINE PASS,USA,920,29.705,-93.853,940
SABINE PASS NORTH,USA,1835,29.728,-93.87,940
EUGENE ISLAND,USA,440,29.372,-91.385,940
"CORPUS CHRISTI, GULF MEXICO, TX",USA,1903,27.583,-97.217,940
GRAND ISLE,USA,526,29.263,-89.957,940
"WAVELAND, GULF OF MEX., MS",USA,1884,30.282,-89.367,940
BAY WAVELAND YACHT CLUB,USA,1715,30.325,-89.325,940
DAUPHIN ISLAND,USA,1156,30.25,-88.075,940
BAY WAVELAND YACHT CLUB II,USA,2215,30.327,-89.325,940
PENSACOLA,USA,246,30.403,-87.21,940
"PANAMA CITY, ST.ANDREWS BAY, FL",USA,1641,30.152,-85.667,940
APALACHICOLA,USA,1193,29.727,-84.982,940
TURKEY POINT,USA,1714,29.915,-84.512,940
ST. MARKS,USA,1136,30.067,-84.183,940
"SHELL POINT, WALKER CREEK",USA,1670,30.06,-84.29,940
CEDAR KEY I,USA,199,29.133,-83.033,940
CEDAR KEY II,USA,428,29.135,-83.032,940
CLEARWATER BEACH,USA,1638,27.978,-82.832,940
ST. PETERSBURG,USA,520,27.76,-82.627,940
FORT MYERS,USA,1106,26.647,-81.87,940
NAPLES,USA,1107,26.132,-81.807,940
KEY WEST,USA,188,24.555,-81.807,940
VACA KEY,USA,1701,24.712,-81.105,940
MARATHON SHORES,USA,1187,24.733,-81.033,940
KEY COLONY BEACH,USA,1424,24.718,-81.017,940
MIAMI BEACH,USA,363,25.768,-80.132,960
HAULOVER PIER,USA,1717,25.903,-80.12,960
LAKE WORTH PIER,USA,1696,26.612,-80.033,960
PALM BEACH,USA,1669,26.7,-80.05,960
DAYTONA BEACH,USA,270,29.233,-81,960
DAYTONA BEACH SHORES,USA,1182,29.147,-80.963,960
"VIRGINIA KEY, FL",USA,1858,25.73,-80.162,960
MAYPORT,USA,316,30.393,-81.432,960
JACKSONVILLE,USA,716,30.35,-81.617,960
"TRIDENT PIER, PORT CANAVERAL",USA,2123,28.415,-80.592,960
FERNANDINA BEACH,USA,112,30.672,-81.465,960
FORT PULASKI,USA,395,32.033,-80.902,960
BEAUFORT,USA,1537,32.433,-80.667,960
CHARLESTON I,USA,234,32.782,-79.925,960
GENERAL DYNAMICS PIER,USA,1721,33.017,-79.917,960
"SOUTH ISLAND PLANTATION, WINYAH BAY",USA,1651,33.235,-79.203,960
"BUCKSPORT, WACCAMAW R.",USA,1720,33.647,-79.095,960
SPRINGMAID PIER,USA,1444,33.655,-78.918,960
MYRTLE BEACH,USA,862,33.683,-78.885,960
SOUTHPORT,USA,1431,33.915,-78.018,960
WILMINGTON,USA,396,34.227,-77.953,960
MOREHEAD CITY,USA,719,34.717,-76.733,960
DUCK PIER OUTSIDE,USA,1636,36.183,-75.747,960
VIRGINIA BEACH,USA,945,36.85,-75.967,960
PORTSMOUTH (NORFOLK NAVY YARD),USA,399,36.822,-76.293,960
RICHMOND,USA,462,37.567,-77.45,960
CHESAPEAKE BAY BR. TUN.,USA,1635,36.967,-76.113,960
"SEWELLS POINT, HAMPTON ROADS",USA,299,36.947,-76.33,960
GLOUCESTER POINT,USA,597,37.247,-76.5,960
CAMBRIDGE II,USA,1295,38.573,-76.068,960
CAMBRIDGE,USA,481,38.575,-76.072,960
WASHINGTON DC,USA,360,38.873,-77.022,960
PINEY POINT,USA,971,38.133,-76.533,960
SOLOMON'S ISLAND (BIOL. LAB.),USA,412,38.317,-76.452,960
GINGERVILLE CREEK,USA,1203,38.958,-76.555,960
ANNAPOLIS (NAVAL ACADEMY),USA,311,38.983,-76.48,960
BALTIMORE,USA,148,39.267,-76.578,960
MATAPEAKE,USA,1338,38.957,-76.355,960
KIPTOPEKE BEACH,USA,636,37.165,-75.988,960
INDIAN RIVER INLET,USA,1337,38.61,-75.07,960
LEWES (BREAKWATER HARBOR),USA,224,38.782,-75.12,960
PHILADELPHIA (PIER 9N),USA,135,39.933,-75.142,960
TRENTON,USA,1654,40.188,-74.755,960
REEDY POINT,USA,786,39.558,-75.573,960
CAPE MAY,USA,1153,38.968,-74.96,960
ATLANTIC CITY,USA,180,39.355,-74.418,960
SANDY HOOK,USA,366,40.467,-74.008,960
NEW YORK ( THE BATTERY),USA,12,40.7,-74.013,960
"BERGEN POINT, STATEN IS.",USA,1637,40.637,-74.142,960
MONTAUK,USA,519,41.048,-71.96,960
PLUM ISLAND,USA,875,41.167,-72.2,960
PORT JEFFERSON,USA,848,40.95,-73.077,960
WILLETS POINT,USA,362,40.793,-73.782,960
NEW ROCHELLE,USA,856,40.893,-73.782,960
BRIDGEPORT,USA,1068,41.173,-73.182,960
NEW LONDON,USA,429,41.36,-72.09,960
PROVIDENCE (STATE PIER),USA,430,41.807,-71.4,960
NEWPORT,USA,351,41.505,-71.327,960
BUZZARDS BAY,USA,776,41.742,-70.617,960
WOODS HOLE (OCEAN. INST.),USA,367,41.523,-70.672,960
NANTUCKET ISLAND,USA,1111,41.285,-70.097,960
"SANDWICH MARINA, CAPE COD CANAL ENTRANCE",USA,775,41.767,-70.5,960
BOSTON,USA,235,42.353,-71.053,960
SEAVEY ISLAND,USA,288,43.08,-70.742,960
PORTLAND (MAINE),USA,183,43.657,-70.247,960
ROCKLAND,USA,1279,44.105,-69.102,960
"BAR HARBOR, FRENCHMAN BAY, ME",USA,525,44.392,-68.205,960
CUTLER II,USA,1524,44.642,-67.297,960
CUTLER,USA,1081,44.65,-67.217,960
EASTPORT,USA,332,44.903,-66.982,960
MIDWAY ISLAND,UMI,523,28.212,-177.36,760
JOHNSTON ISLAND,UMI,598,16.738,-169.53,760
COLONIA,URY,433,-34.483,-57.85,870
MONTEVIDEO (PUNTA LOBOS),URY,431,-34.9,-56.25,870
PUNTA DEL ESTE,URY,434,-34.967,-54.95,870
LA PALOMA,URY,764,-34.65,-54.15,870
PORT VILA B,VUT,1841,-17.755,168.308,741
PUERTO DE HIERRO,VEN,782,10.617,-62.083,900
GUIRIA,VEN,1053,10.567,-62.283,900
VUNGTAU,VNM,1495,10.333,107.067,605
QUINHON,VNM,1449,13.767,109.25,605
DANANG,VNM,1475,16.1,108.217,605
HONNGU,VNM,1003,18.8,105.767,605
HONDAU,VNM,841,20.667,106.8,605
CHARLOTTE AMALIE,VIR,1393,18.335,-64.92,939
"LIME TREE BAY, ST CROIX",VIR,1447,17.693,-64.753,939
CHRISTIANSTED HARBOUR,VIR,2118,17.75,-64.705,939
LAMESHUR BAY,VIR,2119,18.317,-64.723,939
ADEN,YEM,44,12.788,44.974,485
